Citation ID,Citation Short Description,Full Text,Authors,Year,Title,Publication Title,Publication Type,Publisher,Volume,Issue,Pages
1,"Acosta y Lara, E. 1950","Acosta y Lara, E. 1950. Quirópteros de Uruguay. Comunicaciones Zoologicas del Museo de Historia Natural de Montevideo III: 1-74.",Acosta y Lara,1950,Quirópteros de Uruguay,Comunicaciones Zoologicas del Museo de Historia Natural de Montevideo,--Pub-Type-,--Publisher-,--Volume-,,1-74
2,"Alcorn, S. M., S. E. McGregor & G. Olin. 1961","Alcorn, S. M., S. E. McGregor & G. Olin. 1961. Pollination of saguaro cactus by doves, nectar-feeding bats and honey bees. Science 133: 1594-1595.","Alcorn, McGregor, Olin",1961,"Pollination of saguaro cactus by doves, nectar-feeding bats and honey bees",Science,--Pub-Type-,--Publisher-,--Volume-,133,1594-1595
3,"Alcorn, S. M., S. E. McGregor & G. Olin. 1962","Alcorn, S. M., S. E. McGregor & G. Olin. 1962. Pollination requirements of the organ pipe cactus. Cactus and Succulent Journal of the Cactus and Succulent Society of America 34: 134-138.","Alcorn, McGregor, Olin",1962,Pollination requirements of the organ pipe cactus,Cactus and Succulent Journal of the Cactus and Succulent Society of Am,--Pub-Type-,--Publisher-,--Volume-,34,134-138
8,"Andrade, J. C. d. & A. G. d. Andrade. 1983","de Andrade, J. C. & A. G. de Andrade. 1983. Pouteria psammophila var. xestophylla (Miq. & Eichl.) Baehni (Sapotaceae) no litoral do Rio de Janeiro; uma alerta de extinção. Atas Soc. Bot. Brasil 1-8.","de Andrade(J), de Andrade(A)",1983,Pouteria psammophila var. xestophylla (Miq. & Eichl.) Baehni (Sapotaceae) no litoral do Rio de Janeiro; uma alerta de extinção.,Atas Soc. Bot. Brasil,--Pub-Type-,--Publisher-,--Volume-,--Issue-,1-8
9,"Areces-Mallea, A. E. 2002","Areces-Mallea, A. E. 2002. Leptocereus (A. Berger) Britton and Rose: a monographic study of a West Indian genus of Cactaceae (Cactoideae). Ph.D. Dissertation. City University of New York, New York.",Areces-Mallea,2002,Leptocereus (A. Berger) Britton and Rose: a monographic study of a West Indian genus of Cactaceae (Cactoideae),Ph.D. Dissertation,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
10,"Arias-Cóyotl, E., K. E. Stoner & A. Casas. 2006","Arias-Cóyotl, E., K. E. Stoner & A. Casas. 2006. Effectiveness of bats as pollinators of Stenocereus stellatus (Cactaceae) in wild, managed in situ, and cultivated populations in La Mixteca Baja, central Mexico. American Journal of Botany. 93: 1675-1683.","Arias-Cóyotl, Stoner, Casas",2006,"Effectiveness of bats as pollinators of Stenocereus stellatus (Cactaceae) in wild, managed in situ, and cultivated populations in La Mixteca Baja, central Mexico",American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,93,1675-1683
13,"Arizaga, S. et al. 2000b","Arizaga, S., E. Ezcurra, E. Peters, F. R. de Arellano & E. Vega. 2000b. Pollination ecology of Agave macroacantha (Agavaceae) in a Mexican tropical desert. II. The role of pollinators. American Journal of Botany 87: 1011-1017.","Arizaga, Ezcurra, Peters, de Arellano, Vega",2000,Pollination ecology of Agave macroacantha (Agavaceae) in a Mexican tropical desert. II. The role of pollinators,American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,87,1011-1017
16,"Ascorra, C. F. & D. E. Wilson. 1992","Ascorra, C. F. & D. E. Wilson. 1992. Bat frugivory and seed dispersal in the Amazon, Loreto, Peru. Publicaciones del Museo de Historia Natural, Universidad Nacional Mayor de San Marcos, Serie A Zoologia","Ascorra, Wilson",1992,"Bat frugivory and seed dispersal in the Amazon, Loreto, Peru","Publicaciones del Museo de Historia Natural, Universidad Nacional Mayo",--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
17,"Ascorra, C. F., D. L. Gorchov & F. Cornejo. 1993","Ascorra, C. F., D. L. Gorchov & F. Cornejo. 1993. The bats from Jenaro Herrera, Loreto, Peru. Mammalia 57: 548-550.","Ascorra, Gorchov, Cornejo",1993,"The bats from Jenaro Herrera, Loreto, Peru",Mammalia,--Pub-Type-,--Publisher-,--Volume-,57,548-550
18,"Ascorra, C. F., D. L. Gorchov & F. Cornejo. 1989","Ascorra, C. F., D. L. Gorchov & F. Cornejo. 1989. Observaciones en aves y murciélagos relacionados con la dipsersión de semillas en el valle del Palcazú, selva central del Perú. Boletin de Lima 62: 91-95.","Ascorra, Gorchov, Cornejo",1989,"Observaciones en aves y murciélagos relacionados con la dipsersión de semillas en el valle del Palcazú, selva central del Perú",Boletin de Lima,--Pub-Type-,--Publisher-,--Volume-,62,91-95
19,"August, P. V. ,1981","August, P.V., 1981. Fig fruit consumption and seed dispersal by Artibeus jamaicensis in the Llanos of Venezuela. Biotropica 13(suppl.): 70-76.",August,1981,Fig fruit consumption and seed dispersal by Artibeus jamaicensis in the Llanos of Venezuela,Biotropica,--Pub-Type-,--Publisher-,--Volume-,--Issue-,70-76
21,"Baker, H. G. & B. J. Harris. 1957","Baker, H. G. & B. J. Harris. 1957. The pollination of Parkia by bats and its attendant evolutionary problems. Evolution 11: 449-460.","Baker(H), Harris",1957,The pollination of Parkia by bats and its attendant evolutionary problems,Evolution,--Pub-Type-,--Publisher-,--Volume-,11,449-460
22,"Baker, H. G., R. W. Cruden & I. Baker. 1971","Baker, H. G., R. W. Cruden & I. Baker. 1971. Minor parasitism in pollination biology and its community function: the case of Ceiba acuminata. Bioscience 21: 1127-1129.","Baker(H), Cruden, Baker(I)",1971,Minor parasitism in pollination biology and its community function: the case of Ceiba acuminata,Bioscience,--Pub-Type-,--Publisher-,--Volume-,21,1127-1129
26,"Banack, S. A., M. H. Horn & A. Gawlicka. 2002","Banack, S. A., M. H. Horn & A. Gawlicka. 2002. Disperser- vs. establishment-limited distribution of a riparian fig tree (Ficus insipida) in a Costa Rican tropical rain forest. Biotropica 34: 232-243.","Banack, Horn, Gawlicka",2002,Disperser- vs. establishment-limited distribution of a riparian fig tree (Ficus insipida) in a Costa Rican tropical rain forest,Biotropica,--Pub-Type-,--Publisher-,--Volume-,34,232-243
28,"Bizerril, M. X. A. & A. Raw. 1997","Bizerril, M. X. A. & A. Raw. 1997. Feeding specialization of two species of bats and the fruit quality of Piper arboreum in a Central Brazilian gallery forest. Revista de Biologia Tropical. 45: 913-918.","Bizerril, Raw",1997,Feeding specialization of two species of bats and the fruit quality of Piper arboreum in a Central Brazilian gallery forest,Revista de Biologia Tropical,--Pub-Type-,--Publisher-,--Volume-,45,913-918
29,"Bizerril, M. X. A. & A. Raw. 1998","Bizerril, M. X. A. & A. Raw. 1998. Feeding behaviour of bats and the dispersal of Piper arboreum seeds in Brazil. Journal fo Tropical Ecology. 14: 109-114.","Bizerril, Raw",1998,Feeding behaviour of bats and the dispersal of Piper arboreum seeds in Brazil,Journal of Tropical Ecology,--Pub-Type-,--Publisher-,--Volume-,14,109-114
30,"Bloedel, P. 1955","Bloedel, P. 1955. Observations on the life histories of Panama bats. J. Mammal. 36: 232-235.",Bloedel,1955,Observations on the life histories of Panama bats,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,36,232-235
32,"Bonaccorso, F. J. & T. J. Gush. 1987","Bonaccorso, F. J. & T. J. Gush. 1987. Feeding behaviour and foraging strategies of captive phyllostomid fruit bats: an experimental study. Journal of Animal Ecology. 56: 907-920.","Bonaccorso, Gush",1987,Feeding behaviour and foraging strategies of captive phyllostomid fruit bats: an experimental study,Journal of Animal Ecology,--Pub-Type-,--Publisher-,--Volume-,56,907-920
33,"Bonaccorso, F. J. & S. R. Humphrey. 1984","Bonaccorso, F. J. & S. R. Humphrey. 1984. Fruit bat niche dynamics: their role in maintaining tropical forest diversity. Tropical rain-forest: the Leeds Symposium (A.C. Chadwick & S.L. Sutton, ed.), pp. 169-183, Leeds Philosphical & Literary Society.","Bonaccorso, Humphrey",1984,Fruit bat niche dynamics: their role in maintaining tropical forest diversity,Tropical Rain-Forest: The Leeds Symposium,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
34,"Bonaccorso, F. J. 1979","Bonaccorso, F. J. 1979. Foraging and reproductive ecology in a Panamanian bat community.Bulletin of the Florida State Museum, Biological Sciences. 24: 359-408.",Bonaccorso,1979,Foraging and reproductive ecology in a Panamanian bat community,"Bulletin of the Florida State Museum, Biological Sciences",--Pub-Type-,--Publisher-,--Volume-,24,359-408
36,"Buzato, S. & A. L. M. Franco. 1992","Buzato, S. & A. L. M. Franco. 1992. Tetrastylis ovalis: a second case of bat-pollinated passionflower (Passifloraceae). Plant Syst. Evol 181: 261-267.","Buzato, Franco",1992,Tetrastylis ovalis: a second case of bat-pollinated passionflower (Passifloraceae),Plant Systematics and Evolution,--Pub-Type-,--Publisher-,--Volume-,181,261-267
37,"Buzato, S., M. Sazima & I. Sazima. 1994","Buzato, S., M. Sazima & I. Sazima. 1994. Pollination of three species of Abutilon (Malvaceae) intermediate between bat and hummingbird flower syndromes. Flora Neotropica Monograph. Flora 189: 327-334.","Buzato, Sazima(M), Sazima(I)",1994,Pollination of three species of Abutilon (Malvaceae) intermediate between bat and hummingbird flower syndromes,Flora Neotropica Monograph,--Pub-Type-,--Publisher-,--Volume-,189,327-334
38,"Cáceres, N. C. & M. O. Moura. 2003","Cáceres, Moura. 2003. Fruit removal of a wild tomato, Solanum granulosoleprosum Dunal (Solanaceae), by birds, bats and non-flying mammals in an urban Brazilian environment. Revista Brasileira de Zoologia. Revista Brasil. Zool. 20: 519-522.","Cáceres, Moura",2003,"Fruit removal of a wild tomato, Solanum granulosoleprosum Dunal (Solanaceae), by birds, bats and non-flying mammals in an urban Brazilian environment",Revista Brasileira de Zoologia,--Pub-Type-,--Publisher-,--Volume-,20,519-522
39,"Carvalho, C. T. de. 1960","de Carvalho, C. T. 1960. Das visitas de morcêgos às flores (Mammalia, Chiroptera). An. Acad. Brasil. Ciências 32: 359-377.",de Carvalho,1960,"Das visitas de morcêgos às flores (Mammalia, Chiroptera)",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,32,359-377
40,"Carvalho, C. T. de. 1961","de Carvalho, C. T. 1961. Sobre os hábitos alimentares de Phillostomídeos (Mammalia, Chiroptera). Rev. Biol. Trop. 9: 53-60.",de Carvalho,1961,"Sobre os hábitos alimentares de Phillostomídeos (Mammalia, Chiroptera)",Revista de Biologia Tropical,--Pub-Type-,--Publisher-,--Volume-,9,53-60
41,"Casas, A. et al. 1999","Casas, A., A. Valiente-Banuet, A. Rojas-Martinez & Davila. 1999. Reproduction biology and the process of domestication of the columnar cacti Stenocereus stellatus in Central Mexico. American Journal of Botany. 86: 534-542.","Casas, Valiente-Banuet, Rojas-Martinez, Davila",1999,Reproduction biology and the process of domestication of the columnar cacti Stenocereus stellatus in Central Mexico,American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,86,534-542
42,"Charles-Dominique, P. & A. Cockle. 2001","Charles-Dominique & Cockle. 2001. Frugivory and seed dispersal by bats. In Nouragues. Dynamics and plant-animal interactions in a Neotropical rainforest (F. Bongers, P. Charles-Dominique, P.M. Forget & M. Thery, ed.), pp. 206-215, Kluwer Academic Publishers.","Charles-Dominique, Cockle",2001,Frugivory and seed dispersal by bats,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
43,"Charles-Dominique, P. & H. M. Cooper. 1986","Charles-Dominique, P. & Cooper. 1986. Frugivorie et transport des graines de Cecropia par les chauves-souris en Guyane. Mém. Mus. Natl. Hist. Nat. 132: 145-157.","Charles-Dominique, Cooper",1986,Frugivorie et transport des graines de Cecropia par les chauves-souris en Guyane,Mém. Mus. Natl. Hist. Nat.,--Pub-Type-,--Publisher-,--Volume-,132,145-157
45,"Charles-Dominique, P. 1986","Charles-Dominique, P. 1986. Inter-relations between frugivorous vertebrates and pioneer plants: Cecropia, birds and bats in French Guiana. Frugivores and Seed Dispersal (A. Estrada & T.H. Fleming, ed.), pp. 119-135, Dr. W. Junk Publishes.",Charles-Dominique,1986,"Inter-relations between frugivorous vertebrates and pioneer plants: Cecropia, birds and bats in French Guiana. Frugivores and Seed Dispersal",Frugivores and Seed Dispersal,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
46,"Charles-Dominique, P. 1991","Charles-Dominique, P. 1991. Feeding strategy and activity budget of the frugivorous bat Carollia perspicillata (Chiroptera: Phyllostomidae) in French Guiana. Tropical Ecology. 7: 243-256.",Charles-Dominique,1991,Feeding strategy and activity budget of the frugivorous bat Carollia perspicillata (Chiroptera: Phyllostomidae) in French Guiana,Tropical Ecology,--Pub-Type-,--Publisher-,--Volume-,7,243-256
47,"Charles-Dominique, P. 1993","Charles-Dominique, P. 1993. Speciation and coevolution: an intrepretation of frugivory phenomena. Vegetatio 107/108: 75-84.",Charles-Dominique,1993,Speciation and coevolution: an intrepretation of frugivory phenomena,Vegetatio,--Pub-Type-,--Publisher-,--Volume-,--Issue-,75-84
49,"Coates-Estrada, R. & A. Estrada. 1986","Coates-Estrada, R. & A. Estrada. 1986. Fruiting and frugivores at a strangler fig in the tropical rain forest of Los Tuxtlas, Mexico. Journal fo Tropical Ecology 2: 349-357.","Coates-Estrada, Estrada",1986,"Fruiting and frugivores at a strangler fig in the tropical rain forest of Los Tuxtlas, Mexico",Journal of Tropical Ecology,--Pub-Type-,--Publisher-,--Volume-,2,349-357
50,"Cockle, A. 1997","Cockle, A. 1997. Modalités de dissemination et d'etablissement de lianes (Cyclanthaceae) et Philodendron) en forêt Guyanaise. Ph.D. Dissertation. Université de Paris 6, Paris.",Cockle,1997,Modalités de dissemination et d'etablissement de lianes (Cyclanthaceae) et Philodendron) en forêt Guyanaise,Ph.D. Dissertation,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
53,"Coelho, D.C. & J. Marinho-Filho. 2002","Coelho, D.C. & J. Marinho-Filho. 2002. Diet and activity of Lonchophylla dekeseri (Chioptera, Phyllostomidae) in the Federal District, Brazil. Mammalia 66: 319-330.","Coelho, Marinho-Filho",2002,"Diet and activity of Lonchophylla dekeseri (Chioptera, Phyllostomidae) in the Federal District, Brazil",Mammalia,--Pub-Type-,--Publisher-,--Volume-,66,319-330
54,"Conceição, 1977","Conceição, P.N., da. 1977. 'Quiropteros' e a dispersas de Solanum grandiflorum Ruiz & Pav. Ciência e Cultura 29: 688-689.",Conceição,1977,Quiropteros' e a dispersas de Solanum grandiflorum Ruiz & Pav,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,29,688-689
57,"Cunningham, S. A. 1995a","Cunningham, S. A. 1995a. Ecological constraints on fruit initiation by Calyptrogyne ghiesbreghtiana (Arecaceae): floral herbivory, pollen availability and visitation by pollinating bats. American Journal of Botany. 82: 1527-1536.",Cunningham,1995,"Ecological constraints on fruit initiation by Calyptrogyne ghiesbreghtiana (Arecaceae): floral herbivory, pollen availability and visitation by pollinating bats",Australian Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,82,1527-1536
61,"Dalquest, W. W. 1953","Dalquest, W. W. 1953. Mammals of the Mexican state of San Luis Potosi. Louisiana ate Univ. StudiesSt, Biol. Sc. Ser. 1: 1-229.",Dalquest,1953,Mammals of the Mexican state of San Luis Potosi,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,1,1-229
62,"de Aguiar, L. M. 2005","de Aguiar, L. M. 2005. First record on the use of leaves of Solanum lycocarpum (Solanaceae) and fruits of Emmotum nitens (Icacinaceae) by Platyrrhinus lineatus (E. Geoffroy) (Chiroptera: Phyllostomidae) in the Brazilian Cerrado. Rev. Brasil. Zool. 22: 509-510.",de Aguiar,2005,First record on the use of leaves of Solanum lycocarpum (Solanaceae) and fruits of Emmotum nitens (Icacinaceae) by Platyrrhinus lineatus (E. Geoffroy) (Chiroptera: Phyllostomidae) in the Brazilian Cerrado,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,22,509-510
64,"de Foresta et al., 1984","de Foresta, H., P. Charles-Dominique, C. Erard & M. F. Prévost. 1984. Zoochorie et premiers stades de la régéneration naturelle après coupe en forêt Guyanaise. Rev. Ecol. (Terre Vie) 39: 369-400.","de Foresta, Charles-Dominique, Erard, Prévost",1984,Zoochorie et premiers stades de la régéneration naturelle après coupe en forêt Guyanaise,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,39,369-400
68,"Delaval, M. & P. Charles-Dominique. 2006","Delaval, M. & P. Charles-Dominique. 2006. Edge effects on frugivorous and nectarivorous bat communities in a Neotropical primary forest in French Guiana. Revue d'Ecologie, La Terre et la Vie 61: 343-352.","Charles-Dominique, Delaval",2006,Edge effects on frugivorous and nectarivorous bat communities in a Neotropical primary forest in French Guiana,"Revue d'Ecologie, La Terre et la Vie",--Pub-Type-,--Publisher-,--Volume-,61,343-352
69,"Delaval, M., M. Henry & M. Charles-Dominique. 2005","Delaval, M., M. Henry & M. Charles-Dominique. 2005. Interspecific competition and niche partitioning: example of a Neotropical rainforest bat community. Rev. Ecol. (Terre Vie) 60: 149-165.","Delaval, Henry, Charles-Dominique",2005,Interspecific competition and niche partitioning: example of a Neotropical rainforest bat community,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,60,149-165
70,"Delaval, M. 2004","Delaval, M. 2004. Impacts des perturbations d'origine anthropique sur les peuplements de chauves-souris en Guyane Française. Ph.D. Dissertation. Université Paris 6,",Delaval,2004,Impacts des perturbations d'origine anthropique sur les peuplements de chauves-souris en Guyane Française,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
71,"Dinerstein, E. 1986","Dinerstein, E. 1986. Reproductive ecology of fruit bats and the seasonality of fruit production in a Costa Rican cloud forest. Biotropica 18: 307-318.",Dinerstein,1986,Reproductive ecology of fruit bats and the seasonality of fruit production in a Costa Rican cloud forest,Biotropica,--Pub-Type-,--Publisher-,--Volume-,18,307-318
72,"Dobat, K. & T. Peikert-Holle. 1985","Dobat, K. & T. Peikert-Holle. 1985. Blüten und fledermäuse. Blutenbestäubung durch fledermäuse und flughunde (chiropterophilie). Waldemar Kramer.","Dobat, Peikert-Holle",1985,Blüten und fledermäuse. Blutenbestäubung durch fledermäuse und flughunde (chiropterophilie),--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
73,"Dressler, S. & Tschapka, M. 2002","Dressler, S. & Tschapka, M. 2002. Bird versus bat pollination in the genus Marcgravia and the description of a new species. Curtis's Botanical Magazine. 19: 104-114.","Dressler, Tschapka",2002,Bird versus bat pollination in the genus Marcgravia and the description of a new species,Curtis's Botanical Magazine,--Pub-Type-,--Publisher-,--Volume-,19,104-114
76,"Eguiarte, L. & Burquez, A. 1987","Eguiarte, L. & Burquez, A. 1987. Reproductive ecology of Manfreda brachystachya, an iteroparous species of Agavaceae. Southw. Nat. 32: 169-178.","Búrquez, Eguiarte",1987,"Reproductive ecology of Manfreda brachystachya, an iteroparous species of Agavaceae",--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,32,169-178
77,"Eguiarte, L., C. Martinez del Rio & H. Arita. 1987","Eguiarte, L., C. Martinez del Rio & H. Arita. 1987. El nectar y el polen como recursos: el papel ecologico de los visitantes a las flores de Pseudobombax ellipticum (H.B.K.) Dugand. Biotropica 19: 74-82.","Eguiarte, Martinez del Rio, Arita",1987,El nectar y el polen como recursos: el papel ecologico de los visitantes a las flores de Pseudobombax ellipticum (H.B.K.) Dugand,Biotropica,--Pub-Type-,--Publisher-,--Volume-,19,74-82
78,"Engriser, E. M. 1993","Engriser, E. M. 1993. The relative importance of birds and bats as seed dispersers of solanaceous plants in a Costa Rican tropical rain forest. Bat Research News 34: 106-107.",Engriser,1993,The relative importance of birds and bats as seed dispersers of solanaceous plants in a Costa Rican tropical rain forest,Bat Research News,--Pub-Type-,--Publisher-,--Volume-,34,106-107
79,"Engriser, E. M. 1995","Engriser, E. M. 1995. The effect of insect larvae infestation on fruit choice in phyllostomid fruit bats: an experimental study. Biotropica 27: 523-525.",Engriser,1995,The effect of insect larvae infestation on fruit choice in phyllostomid fruit bats: an experimental study,Biotropica,--Pub-Type-,--Publisher-,--Volume-,27,523-525
80,"Estrada, A., R. Coates-Estrada & C. Vásquez-Yanes. 1984a","Estrada, A., R. Coates-Estrada & C. Vásquez-Yanes. 1984a. Observations on fruiting and dispersers of Cecropia obtusifolia at Los Tuxtlas, Mexico. Biotropica 16: 315-318.","Estrada, Coates-Estrada, Vásquez-Yanes",1984,"Observations on fruiting and dispersers of Cecropia obtusifolia at Los Tuxtlas, Mexico",Biotropica,--Pub-Type-,--Publisher-,--Volume-,16,315-318
81,"Estrada, A. et al. 1984b","Estrada, A., R. Coates-Estrada, C. Vásquez-Yanes & A. Orozco-Segovia. 1984b. Comparison of frugivory by howling monkeys (Alouatta palliata) and bats (Artibeus jamaicensis) in the tropical rain forest of Lost Tuxtlas, Mexico. American Journal of Primatology.","Estrada, Coates-Estrada, Vásquez-Yanes, Orozco-Segovia",1984,"Comparison of frugivory by howling monkeys (Alouatta palliata) and bats (Artibeus jamaicensis) in the tropical rain forest of Lost Tuxtlas, Mexico",American Journal of Primatology,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
82,"Fernandez, A. B. 1982","Fernandez, A. B. 1982. Murciélagos de Venezuela. II : Phyllostomidae-Stenodermatinae. Rev. Fac. Agron. XII: 327-352.",Fernandez,1982,Murciélagos de Venezuela. II : Phyllostomidae-Stenodermatinae,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,--Issue-,327-352
84,"de Figueiredo, R. A., 1996","de Figueiredo, R. A., 1996. Vertebrates at neotropical fig species in a forest fragment. Tropical Ecology. 37 (1): 139-141.",Figueiredo,1996,Vertebrates at neotropical fig species in a forest fragment,Tropical Ecology,--Pub-Type-,--Publisher-,--Volume-,1,139-141
85,"Fischer, E. A. 1992","Fischer, E. A. 1992. Foraging of nectarivorous bats on Bauhinia ungulata. Biotropica 24: 579-582.",Fischer(E) ,1992,Foraging of nectarivorous bats on Bauhinia ungulata,Biotropica,--Pub-Type-,--Publisher-,--Volume-,24,579-582
86,"Fleming, T. H. & E. R. Heithaus. 1981","Fleming, T. H. & E. R. Heithaus. 1981. Frugivorous bats, seed shadows, and the structure of tropical forests. Biotropica 13: 45-53.","Fleming, Heithaus",1981,"Frugivorous bats, seed shadows, and the structure of tropical forests",Biotropica,--Pub-Type-,--Publisher-,--Volume-,13,45-53
87,"Fleming, T. H. & E. R. Heithaus. 1986","Fleming, T. H. & E. R. Heithaus. 1986. Seasonal foraging behaviour of the frugivorous bat Carollia perspillata. Journal of Mammalogy 67: 660-671.","Fleming, Heithaus",1986,Seasonal foraging behaviour of the frugivorous bat Carollia perspillata,Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,67,660-671
89,"Fleming, T. H. & C. F. Williams. 1990","Fleming, T. H. & C. F. Williams. 1990. Phenology, seed dispersal, and recruitment in Cecropia peltata (Moraceae) in Costa Rican tropical dry forest. Journal fo Tropical Ecology. 6: 163-178.","Fleming, Williams",1990,"Phenology, seed dispersal, and recruitment in Cecropia peltata (Moraceae) in Costa Rican tropical dry forest",Journal of Tropical Ecology,--Pub-Type-,--Publisher-,--Volume-,6,163-178
90,"Fleming, T. H., E. R. Heithaus & W. B. Sawyer. 1977","Fleming, T. H., E. R. Heithaus & W. B. Sawyer. 1977. An experimental analysis of the food location behavior of frugivorous bats. Ecology 58: 619-627.","Fleming, Heithaus, Sawyer",1977,An experimental analysis of the food location behavior of frugivorous bats,Ecology,--Pub-Type-,--Publisher-,--Volume-,58,619-627
91,"Fleming, T. H. et al. 1985","Fleming, T. H., C. F. Williams, F. J. Bonaccorso & L. H. Herbst. 1985. Phenology, seed dispersal, and colonization in Muntingia calabura, a Neotropical pioneer tree. American Journal of Botany . 72: 383-391. ","Fleming, Williams, Bonaccorso, Herbst",1985,"Phenology, seed dispersal, and colonization in Muntingia calabura, a Neotropical pioneer tree",American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,72,383-391
92,"Fleming, T. H. et al. 1994","Fleming, T. H., S. Maurice, S. L. Buchmann & M. D. Tuttle. 1994. Reproductive biology and relative male and female fitness in a trioecious cactus, Pachycereus pringlei (Cactaceae). American Journal of Botany. 81: 858-867.","Fleming, Maurice, Buchmann, Tuttle",1994,"Reproductive biology and relative male and female fitness in a trioecious cactus, Pachycereus pringlei (Cactaceae)",American Journal of Botany,--Pub-Type-,--Publisher-,--Volume-,81,858-867
93,"Fleming, T. H., M. D. Tuttle & M. A. Horner. 1996","Fleming, T. H., M. D. Tuttle & M. A. Horner. 1996. Pollination biology and the relative importance of nocturnal and diurnal pollinators in three species of Sonoran desert columnar cacti. Southwestern Naturalist. 41: 257-269.","Fleming, Tuttle, Horner",1996,Pollination biology and the relative importance of nocturnal and diurnal pollinators in three species of Sonoran desert columnar cacti,Southwestern Naturalist,--Pub-Type-,--Publisher-,--Volume-,41,257-269
94,"Fleming, T. H. et al. 2001","Fleming, T. H., C. T. Sahley, J. N. Holland, J. D. Nason & Hamrick. 2001. Sonoran desert columnar cacti and the evolution of generalized pollination systems. Ecological Monographs. 71: 511-530.","Fleming, Sahley, Holland, Nason, Hamrick",2001,Sonoran desert columnar cacti and the evolution of generalized pollination systems,Ecological Monographs,--Pub-Type-,--Publisher-,--Volume-,71,511-530
95,"Fleming, T. H. 1981","Fleming, T. H. 1981. Fecundity, fruiting pattern, and seed dispersal in Piper amalago (Piperaceae), a bat-dispersed tropical shrub. Oecologia 51: 42-46.",Fleming,1981,"Fecundity, fruiting pattern, and seed dispersal in Piper amalago (Piperaceae), a bat-dispersed tropical shrub",Oecologia,--Pub-Type-,--Publisher-,--Volume-,51,42-46
97,"Fleming, T. H. 1985","Fleming, T. H. 1985. Coexistence of five sympatric Piper (Piperaceae) species in a tropical dry forest. Ecology 66: 688-700.",Fleming,1985,Coexistence of five sympatric Piper (Piperaceae) species in a tropical dry forest,Ecology,--Pub-Type-,--Publisher-,--Volume-,66,688-700
98,"Fleming, T. H. 1986","Fleming, T. H. 1986. Opportunism versus specialization: the evolution of feeding strategies in frugivorous bats. In Frugivores and seed dispersal (A. Estrada & T.H. Fleming, ed.), pp. 105-118, Dr. W. Junk Publishers.",Fleming,1986,Opportunism versus specialization: the evolution of feeding strategies in frugivorous bats,Frugivores and Seed Dispersal,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
99,"Fleming, T. H. 1988","Fleming, T. H. 1988. The short-tailed fruit bat. The University of Chicago Press.",Fleming,1988,The short-tailed fruit bat,The University of Chicago Press,--Pub-Type-,--Publisher-,--Volume-,--Issue-,--Pages-
100,"Fleming, T. H. 1991","Fleming, T. H. 1991. The relationship between body size, diet, and habitat use in frugivorous bats, genus Carollia (Phyllostomatidae). Journal of Mammalogy. 72: 493-501.",Fleming,1991,"The relationship between body size, diet, and habitat use in frugivorous bats, genus Carollia (Phyllostomatidae)",Journal of Mammalogy,--Pub-Type-,--Publisher-,--Volume-,72,493-501
101,"Fleming, T. H. 2000","Fleming, T. H. 2000. Pollination of cacti in the Sonoran Desert. Amer. Sci. 88: 432-439.",Fleming,2000,Pollination of cacti in the Sonoran Desert,--Publication-Title-,--Pub-Type-,--Publisher-,--Volume-,88,432-439
105,"Galetti, M. & L. P. C. Morellato. 1994","Galetti, M. & L. P. C. Morellato. 1994. Diet of the large fruit-eating bat Artibeus lituratus in a forest fragment in Brazil. Mammalia 58: 661-665.","Galetti, Morellato",1994,Diet of the large fruit-eating bat Artibeus lituratus in a forest fragment in Brazil,Mammalia,--Pub-Type-,--Publisher-,--Volume-,58,661-665
